record_id,country_of_origin,destination_country,origin_iso3,destination_iso3,year_of_migration,application_date,arrival_date,age,gender,marital_status,field_of_study,subfield,degree_level,prior_education_country,institution_type,institution_name,scholarship_type,scholarship_amount_usd,tuition_usd,living_cost_usd_monthly,funding_source,part_time_work_allowed,hours_worked_per_week,visa_type,visa_status,visa_expiry_date,language_test,language_score,gpa_4_scale,admission_decision,enrollment_status,duration_months,housing_type,on_campus_housing,dependents_count,nationality_status,region_origin,region_destination,application_channel,agent_name,travel_route,flight_cost_usd,covid_vaccination_status,health_insurance_provider,bank_balance_at_enrollment_usd,remittance_sent_usd,part_time_job_sector,student_id_external,notes
4457,Myanmar,Netherladns??,MMR,nLD,2011,na,06-Mar-11,34,OtHeR,  Married , Law, netWorKs ,Master,TAWIan,Community,International Institute of Science^,None,$0," USD54,841.00 ","1,588 INR",Self-funded,Y,13,Student,eXpIred,"Sep 23, 2013",EILTs$,6.3,3.59,REjECT🙂,NO-shOW,59,OFF-CampuS,1,1,Refugee  , Asia,Uerope,EmaIl,—,MYA-FRA-NET,"2,110 INR",uNKNOwN,  BUPA ,"$12,293",204, Healthcare🙂  ,S201126-2024^,mdeical insurance pending??
4458,Vietnam,United States, VNM ,USA,2013, 2013/04/15,25-03-2014,31,Other,sinGle,ENGinEeriNg🙂, rOgawnic Chemistry, BaChElor  ,Venezuela,RESEArCh,Northern Medical cShool,  None  ,,"$50,388","1,420.00",ImXed,No,11,Research,apPrOvEd,31-12-2014,iElTS??,6.8,3.56,Waitlist#,  DeFerrED,27,PRIVaTE DORM,Yes,0,stAteleSS!,AsIa,AMErICas,Onilned Portal,,VIe-unI  ,"1,644",fULly vacciNAtED!,None," 8,171 USD ","USD 4,026",fooD SERvice^,s773929,late SuBmISSiOn@ 
4459,Spain,Belgium,ESP,BEL*,2013,06-13-201d 300:00,13-03-2014,32, MAlE  ,siNGle,EDUCaTIon,Graphic Design,  pHd ,sOUtH AFRIca,pubLIc, iNternational INsTITUTe Of scIeNcE  ,noNE,£0,"USD 53,069🙂","£1,648",seLF-funded,T,10,Exchange,APPROvEd,10-13-2015,IELTS,6.4,1.94,reJecT,EnroLLEd  ,24,sHARde ApaRTmENt,N,0,dUaL,  Europe ,  Europe ,ONlinE PortaL,,SPA-AUH-FRA-BEL,"1,200",Uknnown,aETnA!," 40,389 USD ","9,930 INR",erTAiL,  s609612_2021,VIsA inTERvieW scHeDULed^
Nil,Cameroon,New Zealand,CMR,NZL,—,2014-12-14??, 2015-07-25  ,17,other  ,Divorced,DATA sciENCE  ,  sTATIsticS,BacHELOr,  tuRkEY,PRIVAtE, National University%,pRIvaTe,"USD 20,730","€10,056", , lOaN,Y,8,reSEArch,Approved,31-05-2018,TOEFL,92,3.72,Waitlist,No-Show,39,ON-caMpUS,Y,0,Single ,afrIcA,oCeANia🙂,WAlk-IN ,N/A,CAM-HKG-SIN-NEW,"$1,028",Unvaccinated,noNE,"€58,233","USD12,348.00",iT sUpPOrT,  S338212 ,late submission
4461,Chiel,Italy,cHL,ITA,2021, 2021-04-02 ,22-Sep-21,29,NOn-BInARY,Married, Business,mIcrOECONOmics,Master,nEPAl, reSeaRcH  ,CiTy polYTeCHNIc,priVate,"$11,872.00",32148," 1,451 USD ",Self-funded🙂,TRUE,5,Traiinng,eApprvoed,09-04-2026,TOEFL,77,3.92,Offer,eNrOLLed,59,Private Dorm,no,0,DUaL,aMERiCAs,EuRope,ageNT,N one ,CHI-ICN-ITA,"1,390 USD",Fully Vaccinated, EaTNA~ ,"5,113.00$"," USD 11,609 ",retail,S330327^,oDCS VErifiED.… followup
4462,Vietnam,AUsTrALia,VNM,AUs,2018,2018-01,03-21-2018,32,fEmalE,SingLE,enGINeeriNg,ciViL,bAcHelor$ ,JoRdAn#,Private,MEtropoLITAn cOLLEgE, none  , 0 USD ,"£22,435", 671!,FAMILy,Y,14,eXchANge ,uNdER ReVieW,Mar-23,TPE,52,3.44,Reject,On Leave,54,Private Dorm,1,2,Refugee,aSia,ocEANia,wALk-iN,,VIE-AUS,375,Partially Vaccinated,aETNA,"$55,671",N/A,Food Serviec…,S389039,  bank statmefent ok
4463,tUrkEY  ,CZEcH REPUBliC,TUR ,Cze,2016, ,20-02-2016 00:00,35,Other,Married,Architecture,  oScidal Theory ,mASTer,cAMerOoN,pUbLIc,Metropolitan College,uNIvERSiTY,"$18,037.00","USD35,783.00~","USD1,430.00", Family  ,yes,25,Training,REjeCTEd,  08-27-2018 ,DuOlinGo,115,4, waitLiST  , GRADauTED  ,41,Private Dorm,no,2,DUAl,Asia,Eurojep, AgEuTN  ,GlObAlEdU AgEnCY, tUR-cZe  ,"$1,835", Partially Vaccinated  ,Local plaN*,"£14,614","4,818.00", None ,s908925_2025,NeeDs rTAnSCRipt EVAl@
4464,Monoglia, Qtaar,MNG,QAT,2025,05-02-2025,  28/10/2025 ,17,MaLE,Snigle,Architecture,Machine Learning,  BacEHlOR  ,  Jordan,PuBLic,State Research University,None,$0,"$37,081.00","1,980.00",Self-fundde,yes,3,trAIninG,aPProvEd$,"Apr 21, 2029",IELTS,6.1,2.64,Reject, gRaduaTEd,27,SHArEd APArtMeNT,FALSE,1,Single,ASiA,Asia,ONLiNE porTal,,MON-HKG-QAT^,"$1,470",unVACciNATEd,LocaL pLaN$,"$33,171.00","€13,672",  Tutoring$,S965764,late submission
4465,Zimabbwe@,United States, ZWE…,UsA,2015,2014-10,2015-07,19,Female,Single,Biology,Cognitive Psychology,baCheLor,uGandA,Public,Northern Medical School,paRTIAl!,"€7,853","19,824",$879.00, Scholarship~,F,6, resEArch,unDer RevIeW,Aug-17,IELTS#,5.2,3.72,REJeCT,nO-HsoW,8,oFF-campUS,,2,reFuGEE,AfriCa,amerICaS,OnLinE POrtaL,, ZIM-FRA-UNI,na,Unvaccinated,LOcAL PLNA  ,"63,284 USD","13,625 INR#",RETAil,s661774/2022  ,gap syear explianed
4466,mexicO@,UNiTEd stATes@,  MEX ,USA,2012,02-09-2012,14-01-2013,21,nOn-binary ,Married  ,Chemistry^,mEchANICAl,Master,thaILand ,Research,Central Arts Academy,None,$0, 31345#,$758.00,Loan,N,17,  Research,Approved,"Dec 29, 2016",  PTE ,63,3.44,reJECt,WITHdRawN…,36,shared aParTMENT,No,2,sIngLE??,  Americas  ,Americas,Walk-in~,,MEX-FrA-aMS-uNi,USD556.00,FUlLY VacCINATEd🙂,None,"$22,743.00","€8,134",Healthcare,s667203,eIlTs re-TxAKe adViSEd
4467,Afghanistan,United States,AFG,USA… ,2010,  17-Mar-2010  ,15-03-2011 00:00,17,noN-BINAry,Married,CHemIstry, FINAnce ,mASTeR,saudi araBIa,Tecnhical, Metropolitan College ,PRIVAtE,"1,035 USD","44,466 INR","€1,554",LoaN,yes,22,  redSAerCh🙂,Pending,23-02-2015 00:00,Duolingo,110,3.36,Waitlist,DefERReD,38, ON-camPuS,TRUE,2,Single,aSia,Americas,Email,  StudyBridge Pvt Ltd  , AFG-UNI  ,"2,466 INR",Unknown,AXA,"34,934","€1,327%",LOgISTIcs ,S783026!,fee waiver granted
4468, India ,UNiteD stATeS,IND,USA$,2007,Sep-06,Jun-07,30,fEMlAe,Divorced,Law ,INtERnATIONAl laW,Bachelor,  Algeraiu  ,Research#,  Global Tech University,NONE!, 0^," 52,537 USD "," $1,818.00 ",Sponsor,N/A,21,Exchange,Approved,04-04-2009,ptE,61,3.05,  Waitlist ,  Enrolled  ,52, oN-caMpus ,no,2, Asylum Sekeer  ,Asia,Americas,Walk-in,,  IND-UNI ,"USD1,691.00",PaRtIAlLy vaCcINatEd,aeTaN," £50,178 ",,Food Service,S653335,needs transcript eval
4469,  oMngolia  ,United Kingdom,MNG@,BGR,2024,Dec-23,202-411 ,21, fEMALE  ,Divorced,  xrAts  ,cliMAte change@,dIPLomA,fraNEc,Public,City Polytechnic, None  ,£0,"27,968 USD%"," €1,767 ",IMxeD,0,25,TrAIdInNg,Under Review,05-08-2026,toefL,69,2.71,Conditional Offer,DEferRed,51,HomeSTay,no,1,Stateless ,aSia,euROPE,EMAiL,GoAbroad Services,  MON-NRT-UNI% , USD 383 ,unKNowN,aayx," 65,916@ ","$8,378.00", NonE  ,S989441/2022,IELTS re-take advised
4470,China, United Sattes,CHN,SUAp%,2013,05-12-2013, 2013-12 ,17,  MALe, MARRIed , Business ,fInANCE,mAStER,Cameroon^,reSEarcH,GloBAL TCEh UtNIversiTY??,NuIVEvrsiTY,23770," $46,440 ","£1,691",Mixed,TRUE,15,Research,Approved,2014-08,PTE,53,3.75,Conditional Offer  ,Enrolled ,58,prIVatE dOrM,yes,2,asYLUM SEekeR,Asia, Americas ,agenT  ,GlobalEdu Pvt Ltd,CHI-UNI,"1,068.00",UNKnOwN, Cigan,"7,030 USD", ,Healthcare,S166336/2021~,Docs verified.…
4471,Syria^,France,SYR,  FRA  ,N/A, 16-Feb-2013 00:00  ,25-04-2013,31,  fmeaLe  ,Signle,Environmental Science,Microeconomics??,  MAster,EtHIopIa,coMmunITY,Central Arts Academy,UNIvERsIty,"7,964","USD 38,714","1,553",lonta,TRUE,4,STUDenT,  oN HoLd,04-03-2018,Duolingo,100,2.67,rEJEct,On lEAVE,11,oN-cAmPus,T,1,Refugee,Asia,eurOPE, Online Portal ,,SYR-FRA, ,FulLy VACCINatED,buPa$,"£65,957","$5,032",Food Service,  s807789 ,IELTS re-take advised
4472,Kenya,Unitde States,KEN, USA ,2021,2021-04-01^,  19/12/2021 ,21,Mlaee,Married,Data Science,Mechanical,matseR,Russia,Public, City Polytechnci ,  nONE,0,"€28,187", USD930.00 ,Sponsor,1,22,traINING,on hOLD,30-09-2024,IELTS,6.8,2.82,conDItiONAl OFFeR@,No-Show  ,58, Homestay ,TRUE,0,SinglE~,Africa,AmERiCaS*,Walk-in,NA,KEN-UNI,710 USD,Fully Vaccinated,aLlIaNz,"44,774 USD","3,956.00",Healthcare~,S503749,  MediCaL IsnUrANece PendInG  
4473,peRU ,poRTUgaL??,PER#,PRT…,2012,21-Apr-12,08-26-2012,31,othER,  DIvoRCed,Law, Microeconomics,poStdOC, russIa  ,Research!,State Research University,NONe,0,"45,387 USD","1,854 USD",Loan,T,0,Training,  On Hold  ,  22/05/2013 , tEOFL  ,100,2.72,Conditional Offer,DeFeRRed,45,shAred ApartMeNT,FALSE,1,stAtELESs,AMericaS,  Europe,Agent,N/A, PER-POR ,2370,unvACcinAted,Local Plan,"€44,759", ,  IT Support  ,S746816,bank statement ok
4474,Italy,QatAR,ITA,QAT,2007,2006-07,03-May-07,28,Female,siNGEL,Architecture#,fiNAnCE🙂,BaChELOR, ruSSiA  ,Resaerch,Global Tech University,unIveRsitY,"USD 7,163","53,995.00","2,246 USD",SPONSoR#,yes,19,  excHangE ,apprOVeD,09-02-2010,duOlIngo,115,3.73,Reject!,eNrloLeD??,57,Homestay,yes,0,Refugee,Europe,Aisa,Eamil,N/A,ita-QaT,$634,Fully Vaccinated,Aetna,"$39,800.00","£7,975",Logistics,s596965/2023,IELTS re-take advised
4475,hCile,France  ,CHL,FRA,na,  04-06-2013 ,07-09-2013,18,  MaLe ,Widowed,enGInEerinG, Epidemiology ,Master,Spain,pUBliC,CiT YPoLYTeeChnIC,University,"USD 1,231"," 57,401 INR ","1,555",Mixed,FALSE,24,Student,oN hlod,Feb-15,  toEfL ,76,3.03,  Conditional Offer  , on LeAVE  ,53,Homestay,TRUE,0,stATelESs, AmErICaS,Europe@,  Gaent  ,N/A,chi-Fra,,PaRtiAlly VAccINateD,  AtAX  ,"USD 7,805#","$5,901.00",Tutoring,mS37331🙂8,IELTS re-take advised$
4476,Myanmar🙂,Czec hRepaublic,MMR,CZE  ,2018,12-30-2017,Jul-18,22,  NOn-BinarY ,Married,Biloogy,Social Theory,bAcHeLoR  ,  mYanMar ,privatE,cIty poLyteCHNIC,univeSRitY  ,"21,555 USD"," £34,253 ","USD1,796.00", Family  ,N,9, Research ,unDer REviEw,"May 30, 2020",PTE,47,3.09,WAitLISt,dEFErReD ,23,PRIvaTE dOrM,N,2, Simgnle ,Asia,eURope,oNliNE poRtaL, ,MYA-AUH-CZE,"£1,901",Unknown, Local Plan🙂  ,"USD6,882.00~","14,834 INR",tUtoRIng,s599763,medical insurance pending??
4477,Indonesia,Austria,  IDN  ,AUT,2018,16-08-2017,29-Sep-17,24,FemALe, MArrieD🙂,Medicine,CurRicuLUm STuDIES,Diploma,maLaYsia,Technical,nOrtheRn MEdical schoOL,  univeRsitY  ,"$5,283.00"," £50,458 ","$2,014", Mixed ,N,15, REseARCh,Approved,2018/06/18$,IELTS%,5.5,2.6, COnDiTIOnAl offER,Graduated,27,Shared Apartment,N,2,asyLuM sEEkEr,AsiA,EURoelp,AgeNt,—,InD-Auh-aUs,USD 41,fULlY vaCcInAted,Bupa,," $6,882 ",NonE,S425432,  gap ysear explainde
4478,  Taiwan ,Italy,TWN,  ITA,2005,2004-11#,Aug-05,18,MAle,WIdOwed,  compUteR sCIENCe ,mCiroECONOmICs,Bachleor,irAN,Community,Central Arts Academy,goVErnMEnt,"$23,498.00","$42,405","€1,785",loAn,0,7,sTUdENT,rEJeCtED,24-06-2008,TOEFL,106,4,OfFer  ,defERReD,19,privateD oRm,0,0,Refugee,aSiA,euROPE,ageNt,tSudyWise,tai-itA,USD 793,Unvaccinated, oNine  ,24291,"13,034",xFood Service,S165055,medical insurance pending
4479, Morocco,qCandaa,MAR,  Can,2006,Jun-06,15-11-2006,29,Male,  mArRied,Psychology,orgANIC cHEMIsTry,Bachelor,Chile%,ResEarch,sTAtE ResearCh UNIvErsity,  PRiVAte ,"€5,841*","€59,671","2,042",SchOLARshIP??,FALSE,19,STuDEnt,Approved,03-11-2009,PTE,59,3.03,Reject,eNRolLeD*,54,Off-campus,TRUE,2,StAteLESS,Africa,Americas, Email  ,,MOR-NRT-CAN,£451,Fully Vaccinated$ ,Axa,"75,030","1,505.00",It SuPPOrt,s901481-2025#,late submission🙂
4480,nIdonesia,Spain,IDN,ESP,2018,09-19-2017,2018/04/17 00:00🙂,25,  male ,  WIDowEd  , Data Science  ,SOciAlt HEorY,Bachelor,Taiawn,Private,Central Arts Academy~,none,0,"$20,594.00", ,Self-funded,N,15,Exchange ,Expired,05-08-2022,IELTS,7.1,2.79,rEJeCt,  On Leave  ,37,hoMEsTAY,1,0, Asylum Seeker ,Asia  , euRoPe  , Email ,PathwayPro Agency,IND-ICN-HKG-SPA🙂,£933,  fULlY VAcCiNateD^ ,nONE🙂,"$25,023","12,893.00",LOGisTICS^,s158230,IelTs Re-taKe ADVisED%
RID-4481,Algeria,  Belgium,DZA,BEL,2022,05-07-2021,  2022-05-31 00:00% ,33,Non-binary,Single,MEDiCiNe,EleCTRiCaL,Bachelor, taIWaN^ ,Private,Cenrtal Arts Academy,  Partial  ," $28,865.00 ","39,247",£663,lOAn,FALSE,17,Exchange, APtprOVEd??, 05-01-2024,dUolIngo,95,3.26,  Conditional Offer ,On Leave$,36,Shared Apartment,TRUE,0, Stateless,AFRICA,  Europe ,  OnLInE poTraL,,LAG-BEL,N/A,Unvaccinated,None,"€53,007",5891,HealthCaRE,S946273-2021,medical nisurance pendiyng
4482,  jORDAn! ,Spain,  JoR ,ESP ,2024,21-02-2024,022/025w,25,NON-binaRy,sIngLe,MAThEmaTICS,  Statistics…,Master,  jApAN  ,COmmunITY,  International Institute of Science,None,0,25685,46160%,mIxed,Yes,13,ExchangE,Approved,04-04-2027,DUolingO,131,2.37,  Waitihlst… ,  On Leave  ,54,privatE Dorm, ,1, Single  ,ASia#,EuROPe,Walk-in,N/A,JOR-AUH-SPA,"1,160 INR",UNvACCInatED ,Allianz,"46,354","USD 12,088",TuToriNG,s606101,needs transcript eval~
4483,frANCe,Spain🙂,fRA, ESP ,2019, 11/01/2019,"  Mar 16, 2019  ",29, Female,sInGle,EDucatiON,Ai,MASTeR,Pakistan,  Technical  ,  International Institute of Science  ,None,0,"34,850 USD","$1,368.00",Scholarship,1,14,StUdenT,Approved,N/A,IELTS ,7.2,3.91,WaiTLIst,  Graduated,15,On-campus,FALSE,2,Stateless,Europe~,Europe,eMAIL,,FRA-NRT-SPA,$502.00,UnknowN,  aEtNA," USD 72,639 ","10,832",ReTAIl ,s710386,viSA InteRview SchEdULed
4484,Spain,South Korea, qEPS  ,KOR  ,2020,null,0221-04,34,MALe,Single@,Physics,AI%,Bachelor,  bANgLAdesh  ,Public,Metropolitan College,None, 0~,"$10,395.00",,Self-funded,1,9,Exchange,Apporved,  24/12/2021  ,tOEfL,79,2.75,Offer,No-sHow,23,OFf-CamPus,N,0,aSyLum seekEr,  ERUoPte ,Asia,aGenT,brIghtFUTuRE gRouP,SPA-LHR-AUH-SOU,"2,172 USD",PARtiaLly vaCcINATEd,Bupa,"14,624","13,399",IT Support,S902329_2023 ,medical insurance pending
4485,Thailand,United States,tAh,  USA  ,2008,06-03-2008,18-10-2008,29,Male,Widowed, Law , Epidemiology,pHD,Brazil,COmmunITy,InTeRnAtiOnAl iNStitute of ScIENce,nOne, $0.00 , 38027🙂," 1,488 USD ",Self-funded,Yes,8,trAiniNg^,On Hold ,12-22-2010,pte…,68,2.96,OfFEr,DEfERREd,19, Off-campus ,yes,0, Single@  , aSIA,amerICas,Online oPrtacl,,tHa-FrA-Uni  ,"1,924 USD#",PaRTIAlLy VaCciNAtED,CIgNA,"$58,876.00","8,445.00",FOoD SERvicE,S715057_2024,ieLts RE-TakE AdviSed
RID-4486,  Chile,New Zeamladn,CHL,nZL,2006, 2006-04,06-14-2006,21,oTheR$,Single,soCiolOgY, Social Theory  ,Bachelor,Kenya,  eCommnuITy ,Central Arts Academy, Government  ,"€27,050","£26,015","2,139 INR", Self-funded,0,1,ExcHanGe,apPrOVeD  ,10-Nov-10,IELts  ,7.4,2.98,Conditional Offer,NO-SHow ,18,On-campus,0,0,satdtELEsS,Americas,Oceania,Emali,StudyWise Inc.  , CHI-jDXB-HKG-ENW?? ,"USD1,447.00",UNVAcciNateD,Allianz,"46,009 USD","2,864 USD^",  Food Serviec,S154258_2024,Docs vreified.~
4487,Mexico,United States,MEX,  USA,2024, 2024/08/28 ,11-02-2025,24,Male~,mARRIeD,  Public Health…  ,Bioinformatics,bAcHElOR,  PeRu ,priVATe,International Institute of Science,nOnE*, $0.00 ," USD12,415.00 ",,scHolaRSHiP,F,24,Exchange%,APPROVED ,"Feb 12, 2027", TOEFL  ,93,3.15,OfFER,DefeRreD*,20,On-campus,Yes,1,  Stateless🙂  ,  AMEricas ,Americas,OnLine pOrTAL,,MEX-ICN-UNI,1648,PartIalLy vaCcInATED,AxA,Nil,"$7,106",TutORIgn  ,S146543_2021$,gap year explained
4488,Sri Lanka,New Zealand,LKA,nzL,2025,2025-05,17-08-2025,21,oTHER,wiDOweD,Chemistry,AI@,BACHeLoR ,Taviawn,Technical,nATIONaL uNiveRsITy,Partial,"19,805 INR","$59,334.00","USD1,098.00",Loan,0,11,TraINInG,exiPREgD,02-06-2029,Duolingo,101,3.57,Conditional Offer,no-shoW!,16,oN-caMUps~,no,0,Single, asia ,OCeAniA…,Agent,, SRI-LHR-AMS-NEW  ,"1,030 USD",Unknown, Allianz ,," 10,043 INR ",IT Support,S161245,fee waiver granted!
4489,Veenizuela,Poland , VEN ,POL,2023,2022-05, 2022-11  ,24,  Female ,Widowed, Sociology  ,MicroECONoMiCs, DIPlOMa  , COLoBmIa  ,comMUnItY,State Research University, nONE  , USD 0 ,"$16,219.00",$468🙂, Sponsor ,TRUE,8,Research ,Approved,na,IELTS,5.8,3.18,REjECt,GraDUateD,41,Offc-ampus,F,2, sTATeLESs , ameRICaS ,euROPe$,WALk-In,N/A,VEN-AMS-HKG-POL,USD 568,Unvaccinated,lAlianz,"60,468",8495,retaiL,  S277741  ,gap yea rexplained followup
4490,ViETnam, uniteD sTateS,VNM , USA  ,2025,na,06-04-2025,29, Male??, fWidoewd  ,Sociology$,  Statistics  ,BachElOr,FRaNce,COMmuNitY,Central Arts Academy,nOne^,0^,"USD 42,329",NA,Sponsor,F,22,sTUEdnt,apPROveD,22-06-2027,PTE,63,3.3,Waitlist, On Leave  ,42,ShAreD aPaRtMEnt*,no,1,sinGLE@,AsIa,Americas,wAlK-in,NA,VIE-ICN-UNI,"2,159",UnknoWN, NoNE  ,"69,103.00"," $14,630 ",Retail ,S496625,agENt asSisTED#
4491,Iran,hungArY,RIN ,HUN,2005,2005-06-04@,16-Aug-05,32,Male,MaRRied, soCIOLOgY ,Electrical ,bAchelOR,Ghana, reseaRch,cEntral ARts aCAdemy,  UnIversITY ,"27,283","€19,610"," €1,605 ",SchoLarShip,FALSE,100,Research,on holD,  14-Jun-2008 00:00,PTE,50,2.67,Waitlist,Graduated,30,PRIvATe dOrm,1,2,uDal,asia,Europe!,Online Portal,N/A,irA-HUN,"54,050.00",FuLLy vACCiNateD,bUPA,"$12,612",NA,LogiStIcS,s190326%,visa interview csheduled
4492,Zimbabwe,sWeden,ZWE,SWE,2009,28-Oct-08,18-07-2009,24,Female,WiDoWEd!,Biology@,  Cognitive Psychology ,Bachelor,maLAySiA,Public,Coastal Business School,Government,"$1,810","USD12,451.00%","2,197 INR",Sponsro,,13,Exchange, ApPrOVeD,2010-10*,TOEFL,112,3.82,ReJECt,on leave,45,nO-campus,,0,aSYlum SeekEr, AfRiCa  ,EUoRPE,Walk-in,,ZIM-HKG-SWE,"USD1,995.00", UNvaCciNAteD, None,3809,"10,256 USD",Retail  ,S973102_2021,fee waievr granted%
4493,Cameroon, Japan  ,CMR,  JPN  ,2006,  2005-11 ,01-04-2006,26,nOn-bInary,sINgLe,RaTs,COgniTivE PSychOlOGy,Bachelor, GERmAnY,Private,cOaStAl BusINEss sCHoOL,Private,"$19,039",55621,"1,687 USD",Loan??,Y,14,researcH,ApPrOVed,09-11-2006,dUOLINGO  ,95,3.25,Offer, Deferred ,18,sHared APArtMEnt*,na,0,Daul, Africa ,AsIA,AGeNT,CampusWorld,CAM-JAP%,"$2,176",Unknown,nONE,"$69,233.00","USD8,593.00",NonE,S573523@,needs transcript eval  
4494,Syria!,SwiTzrELaNd,SYR~,CHE,2020,2020-01,"Feb 22, 2020",23, Non-binary, singLe*,EnGINeERING,Civil,  Bachelor  ,Ethiopia,Technical,  State Research University  ,nOne,0 INR,"25,667 USD"," £1,228 ",Mixed,F,16,TRaInING,On hOLd,08-30-2024,  PTE,38,3.21,Offer,Graduated%,49,On-campus🙂,,2, Asylum Seeker,AsiA,eUROpE@,Agent…,—,SYR-DOH-FRA-SWI,"$1,471.00",uNVaCcInaTEd,Bupa,"18,957.00","14,758.00",lOgisTICs*,S838735,Gap YeaR ExpLAinED!
4495,  Iran ,Italy,IRN,ITa,2021,28-07-2020,"May 11, 2021",17,Female,Widowed  ,Medicine,Climate Chnage ,Bachelor,Spain,Public,Central Arts Academy, NONE  ,USD 0,"USD 37,487","1,231 USD",  fAMILy ,Yes,1, sTUDEnT,Approved,2022/01/28%,IElTs,6.6,3.28,Conditional Offer,Enrolled ,39,ofF-CaMpuS  ,T,1, SInGle,  Asia@  ,Europe,EMAIl,  StudByridge Ltd. ,IRa-FRa-iTA,€899,Unknown  ,  Allianz  ,"$59,056.00",14765%,IT Support,S381283,Docs verified.~
4496,Uganda,BeLGIUM#,UGA,BEL,2022,29-11-2021,2022-10,18, Other,Widowed,Philosophy, Newteorks ,baCheLor, Japan  ,Technical, National University  ,NOne!,0," £56,886# ",USD493.00,mixeD  ,FALSE,21,Training, aPPrOveD,2023-08,TOEFL,100,3.5,Conditional Offer,on LeaVE,38,pRIVaTE DorM,0,0,Dual,  aFRicA, Europe  ,oNLIne PorTAl,,UGA-BEL,"€2,050",uNKnoWn,locaL PlaN,"€46,027"," USD5,143.00 ",NOne@,s951728,agent assisted
4497,Turkey,CANADA,TUR,CAN^,2019,Jan-19,19-05-2019,19,MAle*,wIdowEd,nURsiNg,  Genetics ,Bacheolr,Mongolia,Research,  Northern Medical School,None@,0,"€58,172","USD 1,712",Sponsor,TRUE,14,Exchange,aPpRoVeD ,11-Dec-19,  TOEFL,97,3.31,Offer,GraDUAtED,35,On-campuS,F,1,ReFugeE^,Asia,  AmERIcAs ,Agent$,,tur-AMS-CAn,"1,883 USD",parTIalLy VACCInAted,Allianz  ,"$3,430","14,475 USD",fOOd SeRviCe,S579398🙂,  visa intevriew schfeduled  
4498,Turkey,Ireland,TUR,iRl~,2020,27-Aug-19,"May 17, 2020",24,Female,maRrIED,cOMpUtER SCiEnCe^,Statistics,bAcHElor,Malaysia,COmMuniTy,cENtRAL ARtS aCaDeMY,University ,"USD25,001.00","$32,903.00",746,Self-funded,No,12,Research,Approved$, ,TOfEL,100,3.19,Rejetc,dEFERrED@,12,  PRiVATE DorM  ,1,2,DaauL,aSiA,Europe,Agent^,ScholarsHub,TUR-RIE,"$1,265",  Unvaccinated ,AETNA,"30,474","€4,006??",NOne,S224625,Visa InTErvIEW scHeDulEd^
4499,soUTh AFRiCa,Belgium,AZF,BEL#,2015,02-10-2014,,21,Male,single,busiNEss,Urban Planning@,bAchElOR,Banugldaesh,Research,COASTAl buSINEsS schOol,University,"€5,106"," €13,761 ","USD 1,932",  SChoLarshIP ,no,5,excHANGe,Pending,26-Feb-17,Duolingo,99,3.4,Conditional Offer,EnrOllEd,5,Off-campus,0,2,Refugee,  Africa  ,Europe,  Email  ,,SOu-nrt-Sin-beL,948,Partially Vaccinated,AXa  ,37366,"$10,664.00",fOod SErvICe*,S667089/2023,MEdIcal inSurANce pENding$
4500,Iran,Portuagl,IRN,PRT,2012,05-01-2012,06-03-2012,17,tOher,WiDoweD,eNViRONmENtAl SCIeNce,Electrical$,PosTDOc,Ghana  ,Private, Global Tech University$,University,"USD 27,108","€42,743","$2,095.00",Laon,1,2,eXchaNgE,APpROVED%,08-03-2013,  duOlIngo,101,2.2,Offer,Enxorlled,21,oF-FcAmpUS,1,0,ReUFgEte,ASIa,EUrOPE,AGEnT,ScholarsHub Services,IRA-CDG-POR, $145.00 , Fully Vaccinated  , Bupa  ,"78,641 INR",N/A,  Logistics  ,s532477,IELts RE-tAKe adVIseD 
4501,Lebanon…,UNiTED AraB EMIRatES,LBN,  RAe  ,2010,, 07/2011 ,21,mAlE,siNgLE,  Sociology#  ,FinANCE,PhD,Algeria,pUblIc,Central Arts Aacdemy,  UnIvErSitY  ,"4,095","USD 52,640","1,487 USD",Laon,No,3,STUdent,Approved,  07-07-2016  ,  TOEFL,80,2.47, RejECT,WitHDRawN,45,on-CAMPuS,Yes,2, refUGeE ,Asia,  Asqai  ,Agent,—,LEB-UNI," USD 1,889 ",FuLlY vAcCiNated,  aLlIanZ,"£65,515","11,799 INR",it SupPoRT ,S522223_0221  ,vIsa INTerVIEW sCheDUlED
4502,Egypt#,Japan#,EGY,JPN,2014,04-02-2014,03-10-2014,35,OTher…,MArried,  bUSiNESS  ,CoGNITIVE psychoLogy,dIPLOMA,  ETHioPiA  ,  CommuNiTy!,citY PolYTechnIc,NONE,€0,"10,313","£2,219@",famiLy,F,13,Research,aPprOVED!,2016-12,Ielts,7.3,2.9,Offer,Graduated,18, On-campus  ,No,0,uDal, afrIcA,asIa,ONLIne portal,,egy-Lhr-jAP,,PaRTiaLlY VACciNateD, Local Plan$ ,"€6,326*","12,842",fOod SeRViCE,s651174^  , agent assisted  
